From	Entry	Reviewed	Entry Name	Protein names
ENOF1_HUMAN	Q7L5Y1	reviewed	ENOF1_HUMAN	Mitochondrial enolase superfamily member 1 (EC 4.2.1.68) (Antisense RNA to thymidylate synthase) (rTS) (L-fuconate dehydratase)
PRR5_HUMAN	P85299	reviewed	PRR5_HUMAN	Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1)
DYH9_HUMAN	Q9NYC9	reviewed	DYH9_HUMAN	Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)
TDRD7_HUMAN	Q8NHU6	reviewed	TDRD7_HUMAN	Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap)
PPIE_HUMAN	Q9UNP9	reviewed	PPIE_HUMAN	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)
VAGO_DROME	Q9VZ35	reviewed	VAGO_DROME	Protein Vago
RHINO_DROME	Q7JXA8	reviewed	RHINO_DROME	Chromo domain-containing protein rhino (Heterochromatin protein 1)
DYSF_HUMAN	O75923	reviewed	DYSF_HUMAN	Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)
SYDE1_MOUSE	Q9DBZ9	reviewed	SYDE1_MOUSE	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)
ERG20_CANAL	A0A1D8PH78	reviewed	ERG20_CANAL	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)
MOCS1_HUMAN	Q9NZB8	reviewed	MOCS1_HUMAN	Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]
MXRA5_HUMAN	Q9NR99	reviewed	MXRA5_HUMAN	Matrix-remodeling-associated protein 5 (Adhesion protein with leucine-rich repeats and immunoglobulin domains related to perlecan) (Adlican)
PAPS4_ARATH	Q8VYW1	reviewed	PAPS4_ARATH	Nuclear poly(A) polymerase 4 (AtPAP(IV)) (PAP(IV)) (Poly(A) polymerase IV) (nPAP) (EC 2.7.7.19) (Polynucleotide adenylyltransferase 4)
TRY4_MOUSE	Q9R0T7	reviewed	TRY4_MOUSE	Trypsin-4 (EC 3.4.21.4)
SELK_MOUSE	Q9JLJ1	reviewed	SELK_MOUSE	Selenoprotein K (SelK)
TT39A_HUMAN	Q5SRH9	reviewed	TT39A_HUMAN	Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)
CTSRT_MOUSE	A0A5F8MPU3	reviewed	CTSRT_MOUSE	Cation channel sperm-associated targeting subunit tau (CatSper-tau) (C2 calcium-dependent domain-containing 6)
UBE2K_HUMAN	P61086	reviewed	UBE2K_HUMAN	Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)
NLGN3_HUMAN	Q9NZ94	reviewed	NLGN3_HUMAN	Neuroligin-3 (Gliotactin homolog)
DPP8_HUMAN	Q6V1X1	reviewed	DPP8_HUMAN	Dipeptidyl peptidase 8 (DP8) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 1) (DPRP-1) (Dipeptidyl peptidase VIII) (DPP VIII) (Prolyl dipeptidase DPP8)
ZFH2_DROME	P28167	reviewed	ZFH2_DROME	Zinc finger protein 2 (Zinc finger homeodomain protein 2)
PML_HUMAN	P29590	reviewed	PML_HUMAN	Protein PML (E3 SUMO-protein ligase PML) (EC 2.3.2.-) (Promyelocytic leukemia protein) (RING finger protein 71) (RING-type E3 SUMO transferase PML) (Tripartite motif-containing protein 19) (TRIM19)
STMP7_ARATH	Q6DBB8	reviewed	STMP7_ARATH	Precursor of secreted transmembrane peptide 7 (Phytocytokine STMP7) (Secreted transmembrane peptide 7)
DPP9_HUMAN	Q86TI2	reviewed	DPP9_HUMAN	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)
HABP4_DANRE	Q5XJA5	reviewed	HABP4_DANRE	Intracellular hyaluronan-binding protein 4
WAC_HUMAN	Q9BTA9	reviewed	WAC_HUMAN	WW domain-containing adapter protein with coiled-coil
PTXS_PSEPK	Q88HH7	reviewed	PTXS_PSEPK	HTH-type transcriptional regulator PtxS
CDA7L_HUMAN	Q96GN5	reviewed	CDA7L_HUMAN	Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2)
AZIN2_HUMAN	Q96A70	reviewed	AZIN2_HUMAN	Antizyme inhibitor 2 (AzI2) (Arginine decarboxylase) (ADC) (ARGDC) (Ornithine decarboxylase-like protein) (ODC-like protein) (ornithine decarboxylase paralog) (ODC-p)
ACTMP_MOUSE	J3QPC3	reviewed	ACTMP_MOUSE	Actin maturation protease (EC 3.4.11.-) (Actin aminopeptidase ACTMAP)
DNHD1_MOUSE	D3Z2X2	reviewed	DNHD1_MOUSE	Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein)
IOD1_MOUSE	Q61153	reviewed	IOD1_MOUSE	Type I iodothyronine deiodinase (EC 1.21.99.3) (EC 1.21.99.4) (5DI) (DIOI) (Type 1 DI) (Type-I 5'-deiodinase)
NOTC4_HUMAN	Q99466	reviewed	NOTC4_HUMAN	Neurogenic locus notch homolog protein 4 (Notch 4) (hNotch4) [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain]
SSBP2_HUMAN	P81877	reviewed	SSBP2_HUMAN	Single-stranded DNA-binding protein 2 (Sequence-specific single-stranded-DNA-binding protein 2)
CMYA5_HUMAN	Q8N3K9	reviewed	CMYA5_HUMAN	Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76)
CNBP_HUMAN	P62633	reviewed	CNBP_HUMAN	CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9)
TF7L2_HUMAN	Q9NQB0	reviewed	TF7L2_HUMAN	Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4)
SVEP1_HUMAN	Q4LDE5	reviewed	SVEP1_HUMAN	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)
ZELDA_DROME	Q9VWC6	reviewed	ZELDA_DROME	Transcription factor Zelda (Protein vielfaeltig)
FND3A_HUMAN	Q9Y2H6	reviewed	FND3A_HUMAN	Fibronectin type-III domain-containing protein 3A (Human gene expressed in odontoblasts)
CD20B_MOUSE	D3Z3I0	reviewed	CD20B_MOUSE	Cell division cycle protein 20 homolog B
S13A3_HUMAN	Q8WWT9	reviewed	S13A3_HUMAN	Na(+)/dicarboxylate cotransporter 3 (NaDC-3) (hNaDC3) (Na(+)-coupled carboxylate transporter 3) (NaC3) (Sodium-dependent high-affinity dicarboxylate transporter 2) (Solute carrier family 13 member 3) (SLC13A3)
BIRC6_MOUSE	O88738	reviewed	BIRC6_MOUSE	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)
T22D2_MOUSE	E9Q7M2	reviewed	T22D2_MOUSE	TSC22 domain family protein 2
CCYL1_MOUSE	D3YUJ3	reviewed	CCYL1_MOUSE	Cyclin-Y-like protein 1
ELMO2_HUMAN	Q96JJ3	reviewed	ELMO2_HUMAN	Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A)
ANK3_HUMAN	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)
SOP15_ARATH	F4KCH3	reviewed	SOP15_ARATH	Serine rich endogenous peptide 15 (AtSCOOP15) (Phytocytokine SCOOP15) (Precursor of serine rich endogenous peptide phytocytokine 15) (Secreted transmembrane peptide 8)
DRB1_HUMAN	P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)
ADRB2_HUMAN	P07550	reviewed	ADRB2_HUMAN	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)
SELO_HUMAN	Q9BVL4	reviewed	SELO_HUMAN	Protein adenylyltransferase SelO, mitochondrial (EC 2.7.7.-) (EC 2.7.7.108) (Selenoprotein O) (SelO)
DYH8_HUMAN	Q96JB1	reviewed	DYH8_HUMAN	Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)
PTEN_RAT	O54857	reviewed	PTEN_RAT	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (EC 3.1.3.-) (Phosphatase and tensin homolog)
ANK2_MOUSE	Q8C8R3	reviewed	ANK2_MOUSE	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin)
BARK_DROME	M9NDE3	reviewed	BARK_DROME	Protein bark beetle (Protein anakonda)
CSTM7_ARATH	O22802	reviewed	CSTM7_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 7 (AthCYSTM7)
T163B_DANRE	F2Z4R5	reviewed	T163B_DANRE	Transmembrane protein 163b
ITPR1_RAT	P29994	reviewed	ITPR1_RAT	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate receptor) (IP-3-R) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)
KMT2B_HUMAN	Q9UMN6	reviewed	KMT2B_HUMAN	Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.364) (Myeloid/lymphoid or mixed-lineage leukemia protein 4) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7)
ABD12_HUMAN	Q8N2K0	reviewed	ABD12_HUMAN	Lysophosphatidylserine lipase ABHD12 (EC 3.1.-.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (hABHD12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-)
FANCA_MOUSE	Q9JL70	reviewed	FANCA_MOUSE	Fanconi anemia group A protein homolog (Protein FACA)
ITB1_HUMAN	P05556	reviewed	ITB1_HUMAN	Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29)
HAPR2_HUMAN	A0A7P0TBJ1	reviewed	HAPR2_HUMAN	HUWE1-associated protein modifying stress responses 2
SAA1_HUMAN	P0DJI8	reviewed	SAA1_HUMAN	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]
GLYI4_ARATH	Q9XI31	reviewed	GLYI4_ARATH	Glyoxylase I 4 (AtGLXI-like;4) (AtGLYI4)
RAD50_DROME	Q9W252	reviewed	RAD50_DROME	DNA repair protein RAD50 (EC 3.6.-.-)
SHAWN_DROME	Q9VWG0	reviewed	SHAWN_DROME	Solute carrier family 25 protein Shawn (Solute carrier family 25 member 39 homolog)
IPGL1_ARATH	Q9LMK4	reviewed	IPGL1_ARATH	INCREASED PETAL GROWTH ANISOTROPY 1-like protein 1 (IPGA1-like protein 1)
PCD19_DANRE	F8W3X3	reviewed	PCD19_DANRE	Protocadherin-19
MNMM_ARATH	Q8GUP2	reviewed	MNMM_ARATH	tRNA (mnm(5)s(2)U34)-methyltransferase, chloroplastic (EC 2.1.1.61) (5-aminomethyl-2-thiouridine methyltransferase) (MnmC-like methyltransferase) (atMnmM)
NED4L_HUMAN	Q96PU5	reviewed	NED4L_HUMAN	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)
FREM2_HUMAN	Q5SZK8	reviewed	FREM2_HUMAN	FRAS1-related extracellular matrix protein 2 (ECM3 homolog)
MINY1_HUMAN	Q8N5J2	reviewed	MINY1_HUMAN	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)
IPGL2_ARATH	Q9SX62	reviewed	IPGL2_ARATH	INCREASED PETAL GROWTH ANISOTROPY 1-like protein 2 (IPGA1-like protein 2)
ZN277_MOUSE	E9Q6D6	reviewed	ZN277_MOUSE	Zinc finger protein 277
CELR3_MOUSE	Q91ZI0	reviewed	CELR3_MOUSE	Cadherin EGF LAG seven-pass G-type receptor 3
K319L_HUMAN	Q8IZA0	reviewed	K319L_HUMAN	Dyslexia-associated protein KIAA0319-like protein (Adeno-associated virus receptor) (AAVR)
RNQ1_YEAST	P25367	reviewed	RNQ1_YEAST	[PIN+] prion protein RNQ1 (Rich in asparagine and glutamine protein 1)
CNGB1_RAT	A0A8I5ZN27	reviewed	CNGB1_RAT	Cyclic nucleotide-gated channel beta-1 (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4)
CCL17_RAT	Q9ERE0	reviewed	CCL17_RAT	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)
VP13A_SCHPO	P87319	reviewed	VP13A_SCHPO	Intermembrane lipid transfer protein vps1301 (Vacuolar protein sorting-associated protein 13a)
OGG1_HUMAN	O15527	reviewed	OGG1_HUMAN	N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]
DYH2_MOUSE	P0C6F1	reviewed	DYH2_MOUSE	Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2)
CARD8_HUMAN	Q9Y2G2	reviewed	CARD8_HUMAN	Caspase recruitment domain-containing protein 8 (EC 3.4.-.-) (CARD-inhibitor of NF-kappa-B-activating ligand) (CARDINAL) (Tumor up-regulated CARD-containing antagonist of CASP9) (TUCAN) [Cleaved into: Caspase recruitment domain-containing protein 8, C-terminus (CARD8-CT); Caspase recruitment domain-containing protein 8, N-terminus (CARD8-NT)]
MAVS_HUMAN	Q7Z434	reviewed	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)
MS2A_DROME	P10333	reviewed	MS2A_DROME	Accessory gland-specific peptide 26Aa (Male accessory gland secretory protein 355A) [Cleaved into: CP1-N; CP1-C; CP2-N; CP2-C; CP3-N; CP3-C]
RFIP3_HUMAN	O75154	reviewed	RFIP3_HUMAN	Rab11 family-interacting protein 3 (FIP3) (FIP3-Rab11) (Rab11-FIP3) (Arfophilin-1) (EF hands-containing Rab-interacting protein) (Eferin) (MU-MB-17.148)
SRBS1_HUMAN	Q9BX66	reviewed	SRBS1_HUMAN	Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)
M3K20_HUMAN	Q9NYL2	reviewed	M3K20_HUMAN	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)
CLRN2_MOUSE	B2RVW2	reviewed	CLRN2_MOUSE	Clarin-2
CSTM3_ARATH	A0A178WF56	reviewed	CSTM3_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 3 (AthCYSTM3)
CFA47_MOUSE	A0A0G2JEB6	reviewed	CFA47_MOUSE	Cilia and flagella-associated protein 47
TRY1_HUMAN	P07477	reviewed	TRY1_HUMAN	Serine protease 1 (EC 3.4.21.4) (Anionic trypsin I) (Anionic trypsin-I) (Beta-trypsin) (Cationic trypsinogen) (Pretrypsinogen I) (Trypsin I) (Trypsin-1) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]
ZN133_HUMAN	P52736	reviewed	ZN133_HUMAN	Zinc finger protein 133 (Zinc finger protein 150)
GOGA2_DANRE	A1IH00	reviewed	GOGA2_DANRE	Golgin subfamily A member 2 (Golgin A2) (cis-Golgi matrix protein GM130)
TACC2_HUMAN	O95359	reviewed	TACC2_HUMAN	Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1)
PI51B_HUMAN	O14986	reviewed	PI51B_HUMAN	Phosphatidylinositol 4-phosphate 5-kinase type-1 beta (PIP5K1-beta) (PtdIns(4)P-5-kinase 1 beta) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PIP5KIbeta) (Protein STM-7) (Type I phosphatidylinositol 4-phosphate 5-kinase beta)
UBA7_MOUSE	Q9DBK7	reviewed	UBA7_MOUSE	Ubiquitin-like modifier-activating enzyme 7 (Ubiquitin-activating enzyme 7) (EC 6.2.1.-) (Ubiquitin-activating enzyme E1 homolog)
PEP5_YEAST	P12868	reviewed	PEP5_YEAST	E3 ubiquitin-protein ligase PEP5 (EC 2.3.2.27) (Carboxypeptidase Y-deficient protein 5) (Histone E3 ligase PEP5) (RING-type E3 ubiquitin transferase PEP5) (Vacuolar biogenesis protein END1) (Vacuolar morphogenesis protein 1) (Vacuolar protein sorting-associated protein 11) (Vacuolar protein-targeting protein 11)
ZCHC7_HUMAN	Q8N3Z6	reviewed	ZCHC7_HUMAN	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)
ADA1A_HUMAN	P35348	reviewed	ADA1A_HUMAN	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c)
KCMA1_DANRE	B7ZC96	reviewed	KCMA1_DANRE	Calcium-activated potassium channel subunit alpha-1a (BK channel) (Potassium large conductance calcium-activated channel, subfamily M, alpha member 1a) (Slo1a) (Slowpoke homolog)
ROCO9_DICDI	Q6XHA7	reviewed	ROCO9_DICDI	Probable serine/threonine-protein kinase roco9 (EC 2.7.11.1) (Ras of complex proteins and C-terminal of roc 9)
HYEP_HUMAN	P07099	reviewed	HYEP_HUMAN	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH)
AKNA_HUMAN	Q7Z591	reviewed	AKNA_HUMAN	Microtubule organization protein AKNA (AT-hook-containing transcription factor)
ATM_ARATH	Q9M3G7	reviewed	ATM_ARATH	Serine/threonine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated homolog) (AtATM)
LRP1_HUMAN	Q07954	reviewed	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]
MTHD_ARATH	Q9FJI2	reviewed	MTHD_ARATH	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, mitochondrial (mtHD) (EC 4.2.1.59)
UBR5_RAT	Q62671	reviewed	UBR5_RAT	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (100 kDa protein) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)
NOS_DROME	Q27571	reviewed	NOS_DROME	Nitric oxide synthase (dNOS) (EC 1.14.13.39)
CAPS2_MOUSE	Q8BYR5	reviewed	CAPS2_MOUSE	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)
BACH_HUMAN	O00154	reviewed	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)
SLO_DROME	Q03720	reviewed	SLO_DROME	Calcium-activated potassium channel slowpoke (dSlo) (BK channel) (Maxi K channel) (MaxiK)
HIPK1_HUMAN	Q86Z02	reviewed	HIPK1_HUMAN	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) (Nuclear body-associated kinase 2)
FBXL5_HUMAN	Q9UKA1	reviewed	FBXL5_HUMAN	F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5) (F-box protein FBL4/FBL5) (p45SKP2-like protein)
EMSY_HUMAN	Q7Z589	reviewed	EMSY_HUMAN	BRCA2-interacting transcriptional repressor EMSY
OBOX4_MOUSE	Q8VHG5	reviewed	OBOX4_MOUSE	Oocyte-specific homeobox protein 4
NR1I3_HUMAN	Q14994	reviewed	NR1I3_HUMAN	Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)
RLGPB_HUMAN	Q86X10	reviewed	RLGPB_HUMAN	Ral GTPase-activating protein subunit beta (p170)
CASP4_HUMAN	P49662	reviewed	CASP4_HUMAN	Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]
CO5A2_HUMAN	P05997	reviewed	CO5A2_HUMAN	Collagen alpha-2(V) chain
CLN3_HUMAN	Q13286	reviewed	CLN3_HUMAN	Battenin (Batten disease protein) (Protein CLN3)
RFW3L_XENLA	A0A1L8GLK3	reviewed	RFW3L_XENLA	E3 ubiquitin-protein ligase rfwd3.L (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3.L)
MMP12_MOUSE	P34960	reviewed	MMP12_MOUSE	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Matrix metalloproteinase-12) (MMP-12)
CAC1G_HUMAN	O43497	reviewed	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
RGMA_HUMAN	Q96B86	reviewed	RGMA_HUMAN	Repulsive guidance molecule A (RGM domain family member A)
ARI1A_HUMAN	O14497	reviewed	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)
KCNN_DROME	Q7KVW5	reviewed	KCNN_DROME	Small conductance calcium-activated potassium channel protein (Protein SK) (dSK)
CGASL_DROME	Q9VSH0	reviewed	CGASL_DROME	Cyclic GMP-AMP synthase-like protein (EC 2.7.7.-)
PEA2_YEAST	P40091	reviewed	PEA2_YEAST	Protein PEA2 (Protein PPF2)
MUC2_HUMAN	Q02817	reviewed	MUC2_HUMAN	Mucin-2 (MUC-2) (Intestinal mucin-2)
HELQ_DROME	Q9VSE2	reviewed	HELQ_DROME	Helicase POLQ-like (EC 3.6.4.12) (Mutagen-sensitive protein 301) (Protein spindle-C) (Spindle-C)
PCD15_HUMAN	Q96QU1	reviewed	PCD15_HUMAN	Protocadherin-15
LYRIC_MOUSE	Q80WJ7	reviewed	LYRIC_MOUSE	Protein LYRIC (3D3/LYRIC) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)
SNP25_HUMAN	P60880	reviewed	SNP25_HUMAN	Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)
DAB1_MOUSE	P97318	reviewed	DAB1_MOUSE	Disabled homolog 1 (mDab1)
LAMA3_HUMAN	Q16787	reviewed	LAMA3_HUMAN	Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha)
FGF2_HUMAN	P09038	reviewed	FGF2_HUMAN	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)
OBOX7_MOUSE	Q4KL20	reviewed	OBOX7_MOUSE	Oocyte-specific homeobox protein 7
PREP_HUMAN	Q5JRX3	reviewed	PREP_HUMAN	Presequence protease, mitochondrial (hPreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase 1) (Metalloprotease 1) (hMP1)
TMC_DROME	A0A0U1QT59	reviewed	TMC_DROME	Transmembrane channel-like protein
LESV_ARATH	Q5EAH9	reviewed	LESV_ARATH	Protein LIKE EARLY STARVATION, chloroplastic
BTNL8_HUMAN	Q6UX41	reviewed	BTNL8_HUMAN	Butyrophilin-like protein 8
NRP2_HUMAN	O60462	reviewed	NRP2_HUMAN	Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2)
CST12_ARATH	Q6NN03	reviewed	CST12_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 12 (AthCYSTM12)
RB6I2_HUMAN	Q8IUD2	reviewed	RB6I2_HUMAN	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)
TM196_MOUSE	D3YWQ9	reviewed	TM196_MOUSE	Transmembrane protein 196
SMYD5_DANRE	F1RET2	reviewed	SMYD5_DANRE	Protein-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.-) (SET and MYND domain-containing protein 5) ([histone H3]-lysine20 N-trimethyltransferase SMYD5) (EC 2.1.1.372) ([histone H4]-lysine36 N-trimethyltransferase SMYD5) (EC 2.1.1.359)
